timestamp,skin_type,budget,main_category,sub_category,brand,context_enabled,lat,lon
2025-10-12 13:35:45,oily,10-30,skincare,moisturizers,Algenist,False,,
2025-10-12 13:39:25,oily,10-30,skincare,masks,fresh,False,,
2025-10-12 13:41:01,oily,10-30,skincare,eye care,Murad,False,,
2025-10-12 13:56:07,oily,10-30,skincare,moisturizers,Glow Recipe,False,,
2025-10-12 13:57:34,oily,30-50,skincare,masks,First Aid Beauty,False,,
2025-10-12 13:58:37,dry,50-100,makeup,cheek,Gucci,True,,
2025-10-12 14:06:10,oily,10-30,skincare,moisturizers,,False,,
2025-10-12 14:22:32,oily,10-30,skincare,eye care,,False,,
2025-10-12 14:30:38,oily,10-30,skincare,sunscreen,,False,,
2025-10-12 14:34:04,dry,30-50,skincare,moisturizers,Freck Beauty,False,,
2025-10-12 14:34:54,oily,10-30,skincare,masks,,False,,
2025-10-12 15:43:31,oily,10-30,skincare,moisturizers,Fenty Skin,False,,
2025-10-12 15:56:22,oily,10-30,makeup,cheek,CLINIQUE,False,,
2025-10-12 16:08:38,oily,30-50,skincare,cleansers,CLINIQUE,False,,
2025-10-12 16:09:45,dry,10-30,skincare,masks,,False,,
2025-10-12 16:20:12,oily,30-50,skincare,sunscreen,Saie,False,,
2025-10-12 16:21:19,oily,30-50,skincare,sunscreen,Murad,False,,
2025-10-12 16:24:42,oily,10-30,skincare,moisturizers,Fenty Skin,False,,
2025-10-12 17:18:04,sensitive,30-50,skincare,moisturizers,,False,12.842047188883706,80.15774540152199
2025-10-12 17:18:59,normal,30-50,skincare,masks,,False,12.842013989278803,80.15753938877937
2025-10-12 17:19:05,normal,30-50,skincare,masks,,False,12.842013989278803,80.15753938877937
2025-10-12 17:22:22,normal,10-30,skincare,moisturizers,,False,12.842071059678723,80.15770869190429
2025-10-12 17:24:19,normal,10-30,skincare,moisturizers,,True,12.842066499416381,80.15772863803453
2025-10-12 17:31:04,dry,10-30,skincare,moisturizers,,True,12.84205913736546,80.15776824807355
2025-10-12 17:37:38,dry,30-50,skincare,moisturizers,,True,12.842160368073392,80.15760180449469
2025-10-12 17:42:30,dry,10-30,skincare,moisturizers,,True,12.842147081556615,80.15759741843976
2025-10-12 17:50:59,oily,10-30,skincare,moisturizers,,True,12.842079028706419,80.15768548212706
2025-10-12 17:56:14,dry,10-30,skincare,moisturizers,,True,12.842343382158829,80.1579140668072
2025-10-12 18:02:30,dry,10-30,skincare,moisturizers,,True,12.84324340056531,80.15840138351395
2025-10-12 18:06:45,dry,10-30,skincare,moisturizers,,True,12.84231735948603,80.15787390618993
2025-10-12 20:57:17,oily,10-30,skincare,moisturizers,,True,12.842059187715648,80.15776827269251
2025-10-12 21:00:30,dry,10-30,skincare,moisturizers,,True,12.84228294629326,80.15787171183706
2025-10-12 21:37:36,dry,10-30,skincare,moisturizers,,True,12.842059142146502,80.15776828109922
2025-10-12 21:48:00,dry,10-30,skincare,moisturizers,,True,12.842066724860889,80.15772880603711
2025-10-12 21:55:57,dry,10-30,skincare,moisturizers,,True,12.842070743424001,80.15770848335053
2025-10-12 22:14:14,dry,0-10,skincare,moisturizers,,True,12.843243349802053,80.15840135101394
2025-10-12 22:25:03,dry,0-10,skincare,moisturizers,,True,12.842053234322636,80.15775696714402
2025-10-12 22:47:35,oily,10-30,skincare,moisturizers,,True,12.842053221098181,80.1579493083131
2025-10-12 23:32:00,oily,,,,LANEIGE,True,12.842059142557508,80.15776825220976
2025-10-12 23:35:33,oily,10-30,skincare,moisturizers,alpyn beauty,True,12.842246187099395,80.15781211780906
2025-10-12 23:37:55,oily,10-30,skincare,moisturizers,alpyn beauty,True,12.842246237355244,80.15781212836882
2025-10-12 23:40:05,oily,10-30,skincare,moisturizers,,True,12.842059059454401,80.15776821419594
2025-10-12 23:41:13,oily,10-30,skincare,moisturizers,,True,12.8420591362443,80.15776824987731
2025-10-12 23:47:07,oily,10-30,skincare,moisturizers,,True,12.842059135405282,80.15776824949809
2025-10-12 23:47:56,oily,10-30,skincare,moisturizers,,True,12.842059135405282,80.15776824949809
